iteration,reward_goal0,reward_goal1,reward_goal2
1,0.019169012433824156,-0.036,-0.20435041726893846
2,-0.3798901515398952,-0.041999999999999996,-0.6526281669943284
3,0.7375120712448567,-0.025999999999999995,-0.3790192335187003
4,-0.12368283589541196,-0.064,-1.2087101503003483
5,-0.6718487316512076,-0.06599999999999999,0.5401925907768959
6,-0.9103585468821951,-0.09,-0.09337015189588735
7,-0.5211120928036683,-0.094,0.01758686615587382
8,-0.028891036556348948,-0.08399999999999999,0.27428565796799814
1,-0.49473160618929635,-0.068,-0.484910561124646
2,0.4955348977483942,-0.060000000000000005,-0.2197229136798432
3,-0.15832923378116137,-0.04800000000000001,-0.3290212550938297
4,-0.26044933374591245,-0.064,-0.07870762988499702
5,0.7399938620064115,-0.074,-1.2127357930929754
6,-0.5905996430886129,-0.076,-0.9557681485883442
7,-0.12427449848967118,-0.09599999999999999,-0.5263673218042892
8,-0.37238873206858136,-0.06399999999999999,-0.02715723919495122
9,-0.8179162874245947,-0.10600000000000001,0.42752314035271566
10,0.7818057100315179,-0.10600000000000001,-0.3123447723181313
11,1.1883978233106993,-0.122,0.22878128971687228
12,0.47755741702144017,-0.10200000000000001,-0.1211031793892061
13,-0.8416239370461627,-0.128,-0.6167295862592329
14,-0.7234275780087501,-0.18000000000000002,-0.27858551827777983
15,-0.040835018157096836,-0.16600000000000004,0.4751788074036755
16,0.22921096284524986,-0.17400000000000004,-0.7408065359347171
17,0.08970822558292374,-0.21000000000000002,-0.6471885297873183
18,-0.6255041440707604,-0.22200000000000003,0.02088958977557176
19,-0.994968156773824,-0.22600000000000003,0.5606501282222287
20,-0.228764537430012,-0.23200000000000007,-0.5835577609692135
21,-0.15004970221998642,-0.18800000000000006,-0.5525054762410369
22,1.026007957278812,-0.20600000000000002,0.06739281157313576
23,-0.42943484695449874,-0.19400000000000003,-0.3223054403266128
24,0.4662082861419685,-0.12400000000000003,0.26681930851928987
25,-0.97734425180131,-0.12600000000000003,-1.3860024339468726
26,-0.2085346386153174,-0.10400000000000001,-0.4690973840720664
27,0.24768052609390456,-0.13,-0.46592485301153597
28,-0.5550854285227976,-0.13,-0.8944926195006361
29,-0.340259330786724,-0.156,-1.05848719362042
30,-0.9841823445566134,-0.15200000000000002,0.16892726762994537
31,-0.8859054442433526,-0.15000000000000005,-0.6549015820065069
32,0.1864610255746677,-0.12400000000000003,0.2998200382154257
33,-0.07035669428941732,-0.13,-0.19423851617450694
34,0.27780049275883256,-0.124,-1.5785829786937446
35,0.1560251481946714,-0.146,-0.7169019665507701
36,-0.4126916724076033,-0.202,-0.8939811758072911
37,-0.6660131198560777,-0.23600000000000002,0.0611733529654408
38,-0.3725884499349212,-0.24800000000000003,0.4777380553652288
39,0.18460345401267894,-0.17800000000000002,-1.0070195438741463
40,0.26649182028372764,-0.184,-0.14864916378833637
41,0.0010197475060401417,-0.19,0.08549517319603744
42,-0.8412871913676718,-0.214,-1.2818489021019221
43,-0.6627787615982232,-0.22199999999999998,0.5395635716027929
44,-1.1147298925143123,-0.24799999999999997,-0.05536790929784313
45,-0.6181430892610329,-0.284,-0.4574053115224349
46,0.6208272701024445,-0.27599999999999997,-0.5407355607703279
47,0.07798274978992259,-0.33,-1.3291633819640671
48,-1.0402031125741327,-0.326,-0.5889108036907303
49,-0.5425939960598115,-0.336,0.30676795925885303
50,0.8034997977497446,-0.328,0.30636938627991306
51,-0.755663762209057,-0.42800000000000005,0.5297877412546711
52,-0.21593114534406754,-0.44000000000000006,-0.498526971491855
53,-0.6021747049467973,-0.478,-1.4674738610416056
54,0.1729001593692474,-0.48,-0.4516333112286266
55,-0.5893363897843241,-0.5,-1.6475157524903032
56,-0.8399495665269621,-0.558,-0.5376597600979642
57,-0.9934373505552081,-0.504,0.3198017880509567
58,-1.9608228307631035,-0.522,-0.7408312497497762
59,0.392759506609795,-0.522,-0.9471519085089564
60,0.5015984361976201,-0.53,-0.3180976010656739
61,-0.33318509213750874,-0.518,-0.8207286993221039
62,-0.7582863688395469,-0.54,0.05996486758018593
63,-0.8615784407905019,-0.55,-0.38789107029793224
64,-0.27308785934665125,-0.542,0.38513216991849875
65,-0.3845281372817048,-0.538,-0.6797822453311974
66,-0.9982844401346436,-0.554,0.16352794401597937
67,-0.32057113725620795,-0.538,-1.4741666158659577
68,-0.3978945497504799,-0.554,0.094717566874299
69,-0.613253599564235,-0.5780000000000001,-1.028732156891719
70,-0.4792706168553005,-0.5900000000000001,0.6778372325777444
71,-0.6326431893741905,-0.646,-0.5980083057652685
72,-1.5206906231879103,-0.654,-1.16363976884659
73,-0.7392778355691394,-0.632,-0.7126585546810206
74,-1.016167190289629,-0.6839999999999999,0.4271051073352876
75,-1.228820357577519,-0.692,-1.0712173291513425
76,-0.8492611863123822,-0.736,0.022136826507150875
77,-1.5460009476646888,-0.75,-0.9043950436116871
78,-0.23258691353860506,-0.716,-1.2456282783469552
79,-1.0801797846750303,-0.7140000000000001,-0.9002458112936345
80,-0.9809359127403768,-0.7200000000000001,0.16561289746879215
81,-1.6641255570281563,-0.696,-0.8199633681361418
82,-1.0950864413494994,-0.73,-1.5322660861062276
83,-0.6534021619585433,-0.6699999999999999,-0.8853982146740648
84,0.17927358300452612,-0.708,-1.3311643419962522
85,-0.25555014592633446,-0.6660000000000001,-0.8156191681732349
86,0.42593086483376963,-0.6740000000000002,-0.9720565870246318
87,-0.41968892201694735,-0.6720000000000002,-1.1193852106238167
88,-1.1024648631236889,-0.6880000000000002,-0.6234044848467553
89,-0.1006013172479262,-0.7280000000000001,-1.5947895434218127
90,-0.03565529169745019,-0.712,-1.3548446600917534
91,-0.2592693606741798,-0.718,-0.9094087701188283
92,-0.39090684885543203,-0.7320000000000001,-1.1852022222317833
93,-1.3318067421739506,-0.7640000000000001,0.27444029627182787
94,-1.3974119888723653,-0.7320000000000001,-2.0459369656351436
95,-0.24554492249022747,-0.7020000000000001,-1.7378418994140248
96,-0.8503540317627505,-0.612,0.6685437218369973
97,-1.0765602084021082,-0.5860000000000001,-1.1690927233166255
98,-1.2093496235649193,-0.5760000000000001,0.5963056838584371
99,-1.0578481925789096,-0.5880000000000001,-0.7156961635026468
100,-0.9674238748113864,-0.6160000000000001,-1.4452691420969543
101,-0.6895635481147604,-0.5780000000000001,-0.5619858649591868
102,-0.8624864566766142,-0.5980000000000001,-0.1644402172167927
103,0.3117829015332453,-0.5640000000000001,-1.4602462533859666
104,-0.1624656340302475,-0.5920000000000001,-0.9059214907674289
105,0.07395459575065222,-0.6140000000000001,-1.0206109108352188
106,-0.2812376635581304,-0.6080000000000001,-0.8020624112649477
107,-0.43487075764360456,-0.6820000000000002,-0.8493023780491643
108,-1.0790201347976165,-0.644,-1.5258168319359806
109,-0.7812835548404216,-0.6179999999999999,-1.6311893070376877
110,0.20112152273930484,-0.6679999999999999,-0.9341224899841661
111,-1.0885391596158933,-0.6759999999999999,-0.9405859266912948
112,0.012208354738632021,-0.698,-0.6148859351869982
113,-0.4608504193403961,-0.716,-1.5529648610293885
114,-0.5633730263739658,-0.6559999999999999,-1.1167013928855463
115,-2.471378293841952,-0.694,-0.5123566276806296
116,-0.6874480785058078,-0.682,-0.975133769890454
117,-1.1600940506510065,-0.612,-0.8094509545657864
118,-1.025026149985287,-0.584,-1.551230200203174
119,-0.17978328386040587,-0.6100000000000001,-0.7574470333224473
120,-0.16357694464887973,-0.6120000000000001,0.13291748721772723
121,-0.9486441821960404,-0.5820000000000001,-0.19417558742820146
122,-0.8431752551991625,-0.5980000000000001,-1.5893542342198017
123,-0.4292758032889715,-0.6460000000000001,-0.528463039491714
124,0.15476795757182493,-0.6720000000000002,-0.9841203827324998
125,-0.34395384628711295,-0.638,-0.48774088510620117
126,-0.5830086960913405,-0.5640000000000001,-0.6080057170827824
127,-0.8174446728017735,-0.5640000000000002,0.10637814591104344
128,-0.786246914846893,-0.6060000000000001,-1.0323686537769199
129,-1.200766157488355,-0.5820000000000001,-1.2024090100446205
130,-0.1925127013321956,-0.5760000000000001,-1.2503414129249166
131,-0.14464374369275124,-0.6020000000000001,-0.2679395029859301
132,-1.0202613097918924,-0.5860000000000001,0.3013919286710469
133,-0.2696448465964223,-0.6280000000000001,-0.02081374401655378
134,-0.17811119787004653,-0.5980000000000001,0.04709711426622709
135,-0.9436428630805103,-0.6320000000000001,-0.38734883893444655
136,-0.6879098681704594,-0.6100000000000001,-0.5758535551689259
137,-1.483365587016643,-0.558,-0.5483389782063511
138,-1.5668052102692318,-0.554,-1.7353530594734472
139,0.5359584493169401,-0.518,-0.41560787430273594
140,-0.581508069793562,-0.524,-0.5392958118009769
141,-1.3069400734925405,-0.51,0.0807769580755564
142,-0.6936152100925448,-0.498,0.1680456524595776
143,-1.433407384008444,-0.456,-0.609206298923747
144,-0.7710313373200892,-0.42399999999999993,-0.8462441169208625
145,-0.386629182832089,-0.39,-0.3449033538172116
146,-0.03099011316175071,-0.48,-0.29372651571238056
147,0.9507876934834687,-0.4640000000000001,-0.37593565196015577
148,-1.1351385671366927,-0.4940000000000001,-0.17703879745058426
149,0.43553496112845896,-0.4620000000000001,-0.42282059424730417
150,-1.2821513998589724,-0.462,-1.3837956191113512
151,-0.835429667945248,-0.422,-1.5367183652965313
152,-0.7307521126351478,-0.41600000000000004,-0.9084627313152724
153,-0.2618282997028288,-0.41400000000000003,-0.7457441468592264
154,-1.5565751667602639,-0.41000000000000003,-0.23016067506118315
155,-0.1427002311947132,-0.338,-1.1108908519940748
156,0.02817337932252384,-0.31200000000000006,-0.8098769245154825
157,-0.3924541273658419,-0.28200000000000003,-0.46068674105625884
158,0.5266660615528198,-0.31800000000000006,-0.1578729877965408
159,-0.9202449666839987,-0.316,-0.27020771391914833
160,-0.5484654569827438,-0.22,-0.2136483083988381
161,-0.3086889194106224,-0.16200000000000006,-1.4319541924513888
162,-0.24227546962914448,-0.11400000000000005,-0.8647775813464891
163,-0.24236688446014432,-0.03000000000000002,-0.031737325082602325
164,-0.8102955304640388,-0.11399999999999999,-0.25193732060070656
165,-0.4599326391605127,-0.06599999999999998,0.268393113631056
166,-0.4023175955721378,-0.074,-0.5202834599975903
167,-0.20802780131549264,-0.14800000000000002,0.3623840970292348
168,-0.6277131111547303,-0.17600000000000002,-0.8883730219568651
169,0.3572306749505229,-0.05800000000000001,0.6036993486814133
170,-0.1630552304014399,0.023999999999999955,0.5476221164284072
171,-0.7334449209835021,0.021999999999999947,-0.4965345712391517
172,0.5166406329744451,0.05399999999999996,0.22378727396785383
173,0.15666485137889719,0.092,0.00558556156347173
174,-0.4177616653089883,0.066,-0.34401565272786394
175,0.09505099045518356,0.03200000000000001,-0.3038801128027947
176,0.28635270226815396,-0.05399999999999999,-0.538656993683058
177,0.696101285189363,-0.052,0.05240246307049451
178,-1.2511656030049807,-0.05200000000000001,-1.0014915122870136
179,0.2869548626974882,-0.058000000000000024,-0.05430841721484722
180,-0.10057205199333966,-0.048000000000000036,-0.5950042103494748
181,-0.04668072863933462,-0.03400000000000002,0.14046928286945437
182,0.22721028772621243,-0.05400000000000002,-0.4952831943767353
183,0.04400886821432896,-0.05800000000000001,-0.30089291018853137
184,0.35021366322051123,-0.05400000000000002,-0.2167967954978038
185,0.6670868717831965,-0.07400000000000002,-1.0039980845861722
186,0.058771149636966544,-0.048000000000000015,-0.45327802019827945
187,-0.8377950231270369,-0.128,-0.20157359164631766
188,-0.1946994007452718,-0.07400000000000001,-1.3791975994218362
189,0.4035194515588163,-0.11400000000000002,-0.12530436834224204
190,-0.10862111105102609,-0.134,-0.27617612605708425
191,-0.1352608179053282,-0.08600000000000001,-0.5591816501658641
192,0.3334484203242876,-0.06999999999999999,-0.1878589617303914
193,0.10240883285266465,-0.066,-0.20902724550768764
